"all_quant[, 1]","prot_descr[all_quant[, 1], 2]","SIN_12500amol_1","SIN_12500amol_2","SIN_12500amol_3","SIN_125amol_1","SIN_125amol_2","SIN_125amol_3","SIN_25000amol_1","SIN_25000amol_2","SIN_25000amol_3","SIN_2500amol_1","SIN_2500amol_2","SIN_2500amol_3","SIN_250amol_1","SIN_250amol_2","SIN_250amol_3","SIN_50000amol_1","SIN_50000amol_2","SIN_50000amol_3","SIN_5000amol_1","SIN_5000amol_2","SIN_5000amol_3","SIN_500amol_1","SIN_500amol_2","SIN_500amol_3","SIN_50amol_1","SIN_50amol_2","SIN_50amol_3"
"sp|Q8TGU6|YB182_YEAST","Reticulon-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RTN2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0914,NA,NA,NA
"sp|P01094|IPA3_YEAST","Hsp90 co-chaperone AHA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=AHA1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.198,-22.4933,NA
"sp|P03876|AI2M_YEAST","Putative reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YPR1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.12,NA,NA
"sp|P06782|SNF1_YEAST","Nucleolar protein 58 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NOP58 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.2302,-22.5802,-24.0134
"sp|P09435|HSP73_YEAST","Uncharacterized protein YNR034W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YNR034W-A PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.0076,-22.9713,NA
"sp|P0CX10|ERR1_YEAST","60S ribosomal protein L36-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL36B PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.221,NA,NA
"sp|P15700|KCY_YEAST","Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADH1 PE=1 SV=5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.619,NA,NA
"sp|P17106|CBF1_YEAST","Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CDC19 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2909,NA,NA
"sp|P19516|COX11_YEAST","Citrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CIT1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.0278,NA,NA
"sp|P23201|SPA2_YEAST","60S ribosomal protein L24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL24A PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.2286,NA,NA
"sp|P23561|STE11_YEAST","60S ribosomal protein L9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL9A PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.1134,NA,NA
"sp|P25644|PAT1_YEAST","60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL15A PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.695,NA,NA
"sp|P26570|PPZ1_YEAST","40S ribosomal protein S9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS9B PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0942,NA,NA
"sp|P31374|PSK1_YEAST","Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PDC1 PE=1 SV=7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.8678,NA,NA
"sp|P32375|ALN_YEAST","Pyruvate decarboxylase isozyme 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PDC6 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.1376,NA,NA
"sp|P32803|EMP24_YEAST","Pyruvate decarboxylase isozyme 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PDC5 PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.7706,NA,NA
"sp|P32849|RAD5_YEAST","2-isopropylmalate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LEU4 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.0934,NA,NA
"sp|P32915|SC61A_YEAST","ATP-dependent RNA helicase DED1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DED1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.7744,NA,NA
"sp|P33335|SGE1_YEAST","Adenylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADK1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.8126,NA,NA
"sp|P35195|ECM15_YEAST","C-1-tetrahydrofolate synthase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADE3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.6266,-22.6893,NA
"sp|P36104|SWD2_YEAST","Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC4 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9974,NA,NA
"sp|P36157|MSA2_YEAST","GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YPT1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4233,NA,NA
"sp|P36528|RM17_YEAST","60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL31A PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5321,NA,NA
"sp|P38080|AKL1_YEAST","Ubiquitin-60S ribosomal protein L40 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL40A PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.8254,NA,NA
"sp|P38288|TOS1_YEAST","Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS31 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2161,NA,NA
"sp|P38631|FKS1_YEAST","Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.2597,-23.9541,NA
"sp|P38704|STP2_YEAST","Heat shock protein SSC1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SSC1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.1194,NA,NA
"sp|P38778|SMF2_YEAST","Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SSA2 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2573,NA,NA
"sp|P38795|NADE_YEAST","Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SSA1 PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.1413,-25.4376,-22.1066
"sp|P38805|RPF1_YEAST","60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL4A PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.3024,NA,NA
"sp|P39702|VPS8_YEAST","Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SSB1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.0666,NA,-28.3729
"sp|P39714|BDH1_YEAST","Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SSB2 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.3751,NA,NA
"sp|P40061|TSC11_YEAST","Orotate phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=URA5 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.7422,NA,-26.5941
"sp|P40066|GLE2_YEAST","Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YEF3 PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.001,-23.2503,NA
"sp|P40159|YNU8_YEAST","ADP,ATP carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PET9 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0991,NA,NA
"sp|P40358|JEM1_YEAST","ADP-ribosylation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARF2 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.2545,NA,NA
"sp|P42938|TDA10_YEAST","Isocitrate dehydrogenase [NADP], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=IDP1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3249,-22.5549,-21.517
"sp|P43596|IOC3_YEAST","Isocitrate dehydrogenase [NADP] cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=IDP2 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.6801,NA,NA
"sp|P43639|CSK2B_YEAST","Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TRR1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.6519,NA,NA
"sp|P45818|ROK1_YEAST","Malate synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MLS1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.2007,NA,NA
"sp|P46982|MNN5_YEAST","Serine\threonine-protein phosphatase PP1-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GLC7 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3903,NA,NA
"sp|P47119|ITPA_YEAST","Peroxiredoxin TSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TSA1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.8677,NA,NA
"sp|P47158|CAF17_YEAST","Probable secreted beta-glucosidase UTH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=UTH1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.4175,-22.1039,-21.6294
"sp|P47164|MET7_YEAST","Phosphoglucomutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PGM2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0132,NA,NA
"sp|P48015|GCST_YEAST","Glycine--tRNA ligase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GRS1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.5539,NA,NA
"sp|P49095|GCSP_YEAST","Ribose-phosphate pyrophosphokinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRS3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.0768,NA,NA
"sp|P52488|UBA2_YEAST","6-phosphogluconate dehydrogenase, decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GND1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.358,NA,NA
"sp|P53276|UTP8_YEAST","60S ribosomal protein L14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL14B PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.9418,NA,NA
"sp|P53743|ESF2_YEAST","Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ALD2 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.1622,-22.5523,NA
"sp|P53756|PDR18_YEAST","Bifunctional purine biosynthesis protein ADE16 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADE16 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.9094,NA,NA
"sp|P53890|BNI5_YEAST","NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=OYE2 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5287,NA,NA
"sp|P56508|SNA2_YEAST","60S ribosomal protein L13-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL13A PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9826,NA,NA
"sp|Q02629|NU100_YEAST","Arginase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CAR1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.7333,NA,NA
"sp|Q02785|PDR12_YEAST","Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.3407,NA,NA
"sp|Q03407|PKH1_YEAST","60S ribosomal protein L33-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL33A PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.6696,NA,NA
"sp|Q03702|CCE1_YEAST","ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ATP5 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.1153,NA,NA
"sp|Q04082|GPI19_YEAST","Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.6175,NA,NA
"sp|Q04279|SEG1_YEAST","Aspartokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HOM3 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.6677,NA,NA
"sp|Q04545|TDA9_YEAST","Dolichol-phosphate mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DPM1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.0808,NA,NA
"sp|Q04673|SSL1_YEAST","Eukaryotic translation initiation factor 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SUI2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.4152,NA,NA
"sp|Q05567|SGPL_YEAST","ATP synthase subunit epsilon, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ATP15 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9907,NA,NA
"sp|Q07351|STP4_YEAST","Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SYP1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.3322,-22.9254,-25.0301
"sp|Q07897|CMS1_YEAST","Protein STU1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=STU1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.6531,NA,NA
"sp|Q12068|GRE2_YEAST","Eukaryotic translation initiation factor 1A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TIF11 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.1453,NA,NA
"sp|Q12181|NDOR1_YEAST","Coatomer subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC28 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.5332,NA,NA
"sp|Q12211|PUS1_YEAST","Actin-interacting protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=AIP1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.7508,NA,NA
"sp|Q12239|TM115_YEAST","Eukaryotic translation initiation factor 2A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YGR054W PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.6396,-24.0507,NA
"sp|Q12389|DBP10_YEAST","Spindle pole body component SPC98 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SPC98 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.693,NA,NA
"sp|Q12463|TRM11_YEAST","RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RVB1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.5366,NA,NA
"sp|Q12692|H2AZ_YEAST","Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.1657,NA,NA
"sp|P07277|KIME_YEAST","Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=WRS1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2275,-23.1412
"sp|P0CE96|YL156_YEAST","ATPase-stabilizing factor 9 kDa, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=STF1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2611,NA
"sp|P23503|NAR1_YEAST","DNA repair protein RAD9 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RAD9 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.2704,NA
"sp|P25846|MSH1_YEAST","Single-stranded DNA-binding protein RIM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RIM1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.3534,NA
"sp|P27929|NAM9_YEAST","Multisite-specific tRNA:(cytosine-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NCL1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.5916,NA
"sp|P30605|ITR1_YEAST","Glycerol-1-phosphate phosphohydrolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GPP2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3518,NA
"sp|P32317|AFG1_YEAST","25S rRNA (cytosine(2870)-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NOP2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.7609,NA
"sp|P32332|OAC1_YEAST","Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GPD1 PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0491,-23.6364
